lemma,poscode,surface
Prolion,3,Prolion
ProRail,3,ProRail
Providence,3,Providence
Provinciaal Integratiecentum Antwerpen,3,Provinciaal Integratiecentum Antwerpen
Provinciale Prijs,3,Provinciale Prijs
Proximus,3,Proximus
PS,3,PS
PSC,3,PSC
PSO,3,PSO
PSV,3,PSV
PTI,3,PTI
Publieke Omroep,3,Publieke Omroep
Publieke Zaak,3,Publieke Zaak
Publiekstheater,3,Publiekstheater
Puchov,3,Puchov
Pulp en co,3,Pulp en co
PvdA,3,PvdA
PVDA,3,PVDA
PVE,3,PVE
PVK,3,PVK
PVV,3,PVV
Pype Ramen,3,Pype Ramen
PZ / Dynamo,3,PZ / Dynamo
Q8,3,Q8
Qantas,3,Qantas
Quatro Bree,3,Quatro Bree
Queen,3,Queen
Querido,3,Querido
Quest International,3,Quest International
Quick,3,Quick
Quick'20,3,Quick'20
Quick Boys,3,Quick Boys
Quick Hg,3,Quick Hg
Quick-Step,3,Quick-Step
Quintus,3,Quintus
QuizPeople,3,QuizPeople
QuizPeople.com,3,QuizPeople.com
Quote,3,Quote
Raad,3,Raad
Raad Landelijk Gebied,3,Raad Landelijk Gebied
Raad van Commissarissen,3,Raad van Commissarissen
Raad van de Europese Unie,3,Raad van de Europese Unie
Raad van Hoofdcommissarissen,3,Raad van Hoofdcommissarissen
Raad van Ministers,3,Raad van Ministers
Raad van Moskeeen,3,Raad van Moskeeen
Raad van State,3,Raad van State
Raad van Toezicht,3,Raad van Toezicht
Raad voor de Kinderbescherming,3,Raad voor de Kinderbescherming
Raad voor de Mededinging,3,Raad voor de Mededinging
Raad voor de Rechtsbijstand,3,Raad voor de Rechtsbijstand
Raad voor de Rechtspraak,3,Raad voor de Rechtspraak
Raad voor de Transportveiligheid,3,Raad voor de Transportveiligheid
Raad voor de Volksgezondheid,3,Raad voor de Volksgezondheid
Raad voor de Volksgezondheid en Zorg,3,Raad voor de Volksgezondheid en Zorg
Raad voor het Verbruik,3,Raad voor het Verbruik
Raad voor Verkeer en Waterstaat,3,Raad voor Verkeer en Waterstaat
RAAK,3,RAAK
RaamTeater,3,RaamTeater
Rabo,3,Rabo
Rabobank,3,Rabobank
Rabotnicki Fersped,3,Rabotnicki Fersped
Racing Antwerpen,3,Racing Antwerpen
Racing Genk,3,Racing Genk
Radical Faeries,3,Radical Faeries
Radio 1,3,Radio 1
RADIO 1,3,RADIO 1
Radio 2,3,Radio 2
Radio 3,3,Radio 3
Radio 3FM,3,Radio 3FM
Radio 5,3,Radio 5
Radio 538,3,Radio 538
Radio Donna,3,Radio Donna
Radio Echo,3,Radio Echo
Radiohead,3,Radiohead
Radio Israel,3,Radio Israel
Radio Mango,3,Radio Mango
Radio Mille Collines,3,Radio Mille Collines
Radio Noordzee,3,Radio Noordzee
Radio Select,3,Radio Select
Radio Television libre des Mille Collines,3,Radio Television libre des Mille Collines
Radio Twee,3,Radio Twee
Radio Veronica,3,Radio Veronica
Radio Vlaanderen Internationaal,3,Radio Vlaanderen Internationaal
Rael,3,Rael
Raël,3,Raël
RAF,3,RAF
Rage Against The Machine,3,Rage Against The Machine
Raggers,3,Raggers
Raggers Thamen,3,Raggers Thamen
Railinfrabeheer,3,Railinfrabeheer
Railverkeersleiding,3,Railverkeersleiding
Ramon Ayala y sus bravos del norte,3,Ramon Ayala y sus bravos del norte
Randstad,3,Randstad
RandstadRail,3,RandstadRail
Rangers,3,Rangers
Raoni,3,Raoni
Rapid Boekarast,3,Rapid Boekarast
Rapid Boekarest,3,Rapid Boekarest
Ray of Hope,3,Ray of Hope
Rayo Vallecano,3,Rayo Vallecano
RBC,3,RBC
RBC Roos'daal,3,RBC Roos'daal
RBC Roosendaal,3,RBC Roosendaal
R. Boekarest,3,R. Boekarest
RCA,3,RCA
RC Bassets,3,RC Bassets
RC / Bekaro,3,RC / Bekaro
RCD,3,RCD
RC Genk,3,RC Genk
RC Hilversum,3,RC Hilversum
RC Lens,3,RC Lens
RC 't Gooi,3,RC 't Gooi
RDM,3,RDM
Readymix Belgium,3,Readymix Belgium
Real,3,Real
Real Betis,3,Real Betis
Real Madrid,3,Real Madrid
Real Mallorca,3,Real Mallorca
Real Sociedad,3,Real Sociedad
Real Union de Irun,3,Real Union de Irun
Real Valladolid,3,Real Valladolid
Reclame Code Commissie,3,Reclame Code Commissie
Recording Industry Association of America,3,Recording Industry Association of America
Recreativo Huelva,3,Recreativo Huelva
RedaTtacK,3,RedaTtacK
Red hot chili peppers,3,Red hot chili peppers
Red Hot Chili Peppers,3,Red Hot Chili Peppers
Red Star,3,Red Star
Red Stars,3,Red Stars
Red Zebra,3,Red Zebra
Reed,3,Reed
Reed Elsevier,3,Reed Elsevier
Reesink,3,Reesink
regering-Sharon,3,regering-Sharon
Reggina,3,Reggina
Rekenhof,3,Rekenhof
Rekenkamer,3,Rekenkamer
Relesa Galvame,3,Relesa Galvame
Religieuze Zaken,3,Religieuze Zaken
R.E.M.,3,R.E.M.
Remu,3,Remu
Remy,3,Remy
Renault,3,Renault
Rendac,3,Rendac
Reporters,3,Reporters
Republikeinen,3,Republikeinen
Residentie Orkest,3,Residentie Orkest
Resist,3,Resist
RET,3,RET
Reuters,3,Reuters
Revolutionaire Commandoraad,3,Revolutionaire Commandoraad
RIAA,3,RIAA
Ricoh Astronauts,3,Ricoh Astronauts
Rietveld Academie,3,Rietveld Academie
Riga 2000,3,Riga 2000
Rijk,3,Rijk
Rijksdienst voor de keuring van Vee en Vlees,3,Rijksdienst voor de keuring van Vee en Vlees
Rijksinstituut voor Oorlogsdocumentatie,3,Rijksinstituut voor Oorlogsdocumentatie
Rijksinstituut voor Volksgezondheid en Milieu,3,Rijksinstituut voor Volksgezondheid en Milieu
Rijksvoorlichtingsdienst,3,Rijksvoorlichtingsdienst
Rijkswaterstaat,3,Rijkswaterstaat
Rijnsburgse Boys,3,Rijnsburgse Boys
Risc,3,Risc
Risc Technology,3,Risc Technology
RIVM,3,RIVM
RKC,3,RKC
RKC Waalwijk,3,RKC Waalwijk
RKHVV,3,RKHVV
RK-kerk,3,RK-kerk
RNW,3,RNW
Robbrecht-Daem,3,Robbrecht-Daem
Robeco,3,Robeco
ROC Amsterdam,3,ROC Amsterdam
ROC Midden-Brabant,3,ROC Midden-Brabant
Roda,3,Roda
Roda JC,3,Roda JC
Rodamco Europe,3,Rodamco Europe
Rode Brigade,3,Rode Brigade
Rode Duivels,3,Rode Duivels
Rode Khmer,3,Rode Khmer
Rode Kruis,3,Rode Kruis
Rolling Stones,3,Rolling Stones
Ronduit N-VA,3,Ronduit N-VA
Rood Testhouse,3,Rood Testhouse
Rood & Wit,3,Rood & Wit
Rooms-Katholieke Kerk,3,Rooms-Katholieke Kerk
Rosenborg,3,Rosenborg
Rosenborg BK,3,Rosenborg BK
Ross County,3,Ross County
Roto Smeets de Boer,3,Roto Smeets de Boer
Roto Smeets De Boer,3,Roto Smeets De Boer
Roularta,3,Roularta
Rover,3,Rover
Royal Air Force,3,Royal Air Force
Royal Dutch,3,Royal Dutch
Royal Pepinster,3,Royal Pepinster
RPF,3,RPF
RRC / Sunergy,3,RRC / Sunergy
RTBF,3,RTBF
RTBF 1,3,RTBF 1
RTL,3,RTL
RTL4,3,RTL4
RTL 4,3,RTL 4
RTL5,3,RTL5
RTL 5,3,RTL 5
RTLM,3,RTLM
RTL-TVI,3,RTL-TVI
RTV Utrecht,3,RTV Utrecht
Ruben & Nathan,3,Ruben & Nathan
Ruijters / Geleen,3,Ruijters / Geleen
Ruimtelijke Ordening,3,Ruimtelijke Ordening
Run DMC,3,Run DMC
Run-DMC,3,Run-DMC
Rutac,3,Rutac
RVA,3,RVA
RVD,3,RVD
RvS,3,RvS
RVU,3,RVU
RVZ,3,RVZ
Rwanda-tribunaal,3,Rwanda-tribunaal
RWE,3,RWE
Ryanair,3,Ryanair
Saab,3,Saab
Sabah,3,Sabah
Sabena,3,Sabena
SABENA,3,SABENA
Saeco,3,Saeco
Safety Holland,3,Safety Holland
Safeway,3,Safeway
Sagem,3,Sagem
Sainsbury,3,Sainsbury
Sait,3,Sait
SAIT,3,SAIT
SAIT-Radio Holland,3,SAIT-Radio Holland
SAIT-Stento,3,SAIT-Stento
Saks Fifth Avenue,3,Saks Fifth Avenue
Salamanders,3,Salamanders
Samas Groep,3,Samas Groep
Samas Group,3,Samas Group
Samenwerkende Hulporganisaties,3,Samenwerkende Hulporganisaties
Sampdoria,3,Sampdoria
Samsumg,3,Samsumg
Samsung,3,Samsung
Samsung Chemicals,3,Samsung Chemicals
Samsunspor,3,Samsunspor
San Francisco Giants,3,San Francisco Giants
Sanoma Magazines,3,Sanoma Magazines
Santa Clara,3,Santa Clara
Sao Caetano,3,Sao Caetano
Sara Lee,3,Sara Lee
Sartid Zmerderevo,3,Sartid Zmerderevo
Sarto,3,Sarto
Saudi Arabian Airlines,3,Saudi Arabian Airlines
SBO,3,SBO
SBS,3,SBS
SBS6,3,SBS6
SBS 6,3,SBS 6
SBS Broadcasting,3,SBS Broadcasting
SBS-groep,3,SBS-groep
Scala,3,Scala
Scala Business,3,Scala Business
Scanfil,3,Scanfil
Scarlet,3,Scarlet
Scarlet Telecom,3,Scarlet Telecom
SCC Berlin,3,SCC Berlin
SC Genemuiden,3,SC Genemuiden
Schalke,3,Schalke
Schalke 04,3,Schalke 04
SCHC,3,SCHC
sc Heerenveen,3,sc Heerenveen
SC Heerenveen,3,SC Heerenveen
Schipper / Martinus,3,Schipper / Martinus
Schöne Edelmetaal BV,3,Schöne Edelmetaal BV
Schuitema,3,Schuitema
Schwäbisches Tageblatt,3,Schwäbisches Tageblatt
Science,3,Science
Scoot,3,Scoot
Scotland Yard,3,Scotland Yard
Scylla,3,Scylla
SC Zevenaar,3,SC Zevenaar
SDA,3,SDA
SDC Putten,3,SDC Putten
SDKU,3,SDKU
SDP,3,SDP
Seagull,3,Seagull
Seattle SuperSonics,3,Seattle SuperSonics
Secret Police,3,Secret Police
Sedan,3,Sedan
S. E. Fireworks,3,S. E. Fireworks
S.E. Fireworks,3,S.E. Fireworks
SE Fireworks,3,SE Fireworks
Segersbetter technology,3,Segersbetter technology
Seghersbetter technology,3,Seghersbetter technology
Seghers Better Technology,3,Seghers Better Technology
Seghers Water,3,Seghers Water
Senaat,3,Senaat
SER,3,SER
Servette,3,Servette
Service National,3,Service National
Servische Radicale Partij,3,Servische Radicale Partij
SEW,3,SEW
SFOR,3,SFOR
SFR,3,SFR
SGP,3,SGP
Shady Records,3,Shady Records
Sharman Networks,3,Sharman Networks
Shas,3,Shas
Shell,3,Shell
Shelter,3,Shelter
Shinui,3,Shinui
Shinui-partij,3,Shinui-partij
SHO,3,SHO
Shooters,3,Shooters
Sidel,3,Sidel
Sidmar,3,Sidmar
Siebe,3,Siebe
Siemens Belux,3,Siemens Belux
Siemens Mobile,3,Siemens Mobile
Simac,3,Simac
Simon & Garfunkel,3,Simon & Garfunkel
Simon Wiesenthal Centrum,3,Simon Wiesenthal Centrum
Simple Minds,3,Simple Minds
Simson Landgraaf,3,Simson Landgraaf
Sinn Fein,3,Sinn Fein
Sint-Barbaracollege,3,Sint-Barbaracollege
Sint-Lukas,3,Sint-Lukas
Sint-Lukasinstituut,3,Sint-Lukasinstituut
Sint Truiden,3,Sint Truiden
Sint-Truiden,3,Sint-Truiden
Sipri,3,Sipri
Sire,3,Sire
Sisters Of Mercy,3,Sisters Of Mercy
Sithe,3,Sithe
Sittardia,3,Sittardia
SK Beveren,3,SK Beveren
Skik,3,Skik
SK Lierse,3,SK Lierse
SK Lokeren,3,SK Lokeren
SK Lommel,3,SK Lommel
Skrien,3,Skrien
Skyshops,3,Skyshops
Sky Shops,3,Sky Shops
Slavia Bratislava,3,Slavia Bratislava
Slavia Praag,3,Slavia Praag
Slavneft,3,Slavneft
Slegte,3,Slegte
Sliedrecht Sport,3,Sliedrecht Sport
Sligro,3,Sligro
Sloan Helicopters Ltd.,3,Sloan Helicopters Ltd.
SLUC Basket Nancy,3,SLUC Basket Nancy
Smashing Pumpkins,3,Smashing Pumpkins
Smer,3,Smer
Smit,3,Smit
Smit Internationale,3,Smit Internationale
SNBA,3,SNBA
SN Brussels,3,SN Brussels
SN Brussels Airlines,3,SN Brussels Airlines
Snow Brand Milk Products,3,Snow Brand Milk Products
SNT,3,SNT
SNT Group,3,SNT Group
Sobelair,3,Sobelair
Sochaux,3,Sochaux
Sociaal Cultureel Planbureau,3,Sociaal Cultureel Planbureau
Sociaal Economische Raad,3,Sociaal Economische Raad
Sociaal en Cultureel Planbureau,3,Sociaal en Cultureel Planbureau
Social Democratic Party,3,Social Democratic Party
Sociale Zaken,3,Sociale Zaken
Sociale Zaken en Werkgelegenheid,3,Sociale Zaken en Werkgelegenheid
Socialistische Partij,3,Socialistische Partij
Sociedad,3,Sociedad
Société du Tour de France,3,Société du Tour de France
Societe Generale,3,Societe Generale
Socutera,3,Socutera
Sofitex,3,Sofitex
Sognal,3,Sognal
Solidair '93,3,Solidair '93
Soluna Olympia,3,Soluna Olympia
Solutia,3,Solutia
Solvay,3,Solvay
Solvus,3,Solvus
Sony,3,Sony
Sopheon,3,Sopheon
Sorbonne,3,Sorbonne
S. O. S. Papa,3,S. O. S. Papa
S.O.S.Papa,3,S.O.S.Papa
Sotheby's,3,Sotheby's
Soulwax,3,Soulwax
Southampton,3,Southampton
So Watt,3,So Watt
SP,3,SP
SP.A,3,SP.A
SpaarAdvies,3,SpaarAdvies
SpaarSelect,3,SpaarSelect
Spaar Select,3,Spaar Select
Spaar Select-team,3,Spaar Select-team
Sparks,3,Sparks
Sparta,3,Sparta
Spartaan,3,Spartaan
Spartak,3,Spartak
Spartak Moskou,3,Spartak Moskou
Sparta Praag,3,Sparta Praag
SPD,3,SPD
SPE,3,SPE
Special Operations Executive,3,Special Operations Executive
Spherion / Robben,3,Spherion / Robben
Sphinx,3,Sphinx
Spirit,3,Spirit
Spoorwegen,3,Spoorwegen
Sport,3,Sport
Sporting,3,Sporting
Sporting Braga,3,Sporting Braga
Sporting Portugal,3,Sporting Portugal
Sportploeg van het Jaar,3,Sportploeg van het Jaar
Springer-concern,3,Springer-concern
Spurs,3,Spurs
Squadra Azzurra,3,Squadra Azzurra
SS,3,SS
Staat,3,Staat
Staat der Nederlanden,3,Staat der Nederlanden
Staatsblad,3,Staatsblad
Staatsloterij,3,Staatsloterij
Staatsveiligheid,3,Staatsveiligheid
Stabaek,3,Stabaek
Stade Rennes,3,Stade Rennes
Stadsdeel Centrum,3,Stadsdeel Centrum
Stage Holding,3,Stage Holding
STAN,3,STAN
Standard,3,Standard
Standard Luik,3,Standard Luik
Star Alliance,3,Star Alliance
Startupfailures,3,Startupfailures
Startupfailures.com,3,Startupfailures.com
State Department,3,State Department
Staten Generaal,3,Staten Generaal
Status Quo,3,Status Quo
Steaua,3,Steaua
Stellenbosch,3,Stellenbosch
Sterilgarda,3,Sterilgarda
Stern,3,Stern
Stevo,3,Stevo
Stichting Beeldrecht,3,Stichting Beeldrecht
Stichting De Kringen,3,Stichting De Kringen
Stichting Halt,3,Stichting Halt
Stichting Help Vandalisme Afbreken,3,Stichting Help Vandalisme Afbreken
Stichting Ideele Reclame,3,Stichting Ideele Reclame
Stichting Jeugdzorg,3,Stichting Jeugdzorg
Stichting Leaseverlies,3,Stichting Leaseverlies
Stichting Meld Geweld,3,Stichting Meld Geweld
Stichting Natuur en Milieu,3,Stichting Natuur en Milieu
Stichting Onderzoek MKZ,3,Stichting Onderzoek MKZ
Stichting Praemium Erasmianum,3,Stichting Praemium Erasmianum
Stichting Tolerance Unlimited,3,Stichting Tolerance Unlimited
Stichting Werkgroep Orpheus,3,Stichting Werkgroep Orpheus
Stiga,3,Stiga
STK Duga Resa,3,STK Duga Resa
St. Louis Cardin,3,St. Louis Cardin
St. Louis Cardinals,3,St. Louis Cardinals
Stones,3,Stones
Stop de Oorlog,3,Stop de Oorlog
Stork,3,Stork
Storm / Telst .,3,Storm / Telst .
Stormvogels,3,Stormvogels
Stormvogels / Telstar,3,Stormvogels / Telstar
Stormvogels-Telstar,3,Stormvogels-Telstar
Stormv. / Telstar,3,Stormv. / Telstar
Strafhof,3,Strafhof
Strasbourg,3,Strasbourg
Stretch Top Bree,3,Stretch Top Bree
St. Truiden,3,St. Truiden
Studio Brussel,3,Studio Brussel
Studio-Brussel,3,Studio-Brussel
Sturm Graz,3,Sturm Graz
Stuttgarter Kickers,3,Stuttgarter Kickers
STVV,3,STVV
Süddeutsche,3,Süddeutsche
Süddeutsche Zeitung,3,Süddeutsche Zeitung
Sudosa,3,Sudosa
Sud Presse,3,Sud Presse
Sugar Hill Gang,3,Sugar Hill Gang
Suhrkamp,3,Suhrkamp
Sunday Times,3,Sunday Times
Sunderland,3,Sunderland
Superclub,3,Superclub
Supertramp,3,Supertramp
Sussex CCC,3,Sussex CCC
Suva,3,Suva
SVB,3,SVB
SV Babberich H,3,SV Babberich H
SV Delden,3,SV Delden
SV Lvjvska Politechnika,3,SV Lvjvska Politechnika
S / VM,3,S / VM
SV Meerssen,3,SV Meerssen
SVS Kuoni Wien,3,SVS Kuoni Wien
sv Zwolle,3,sv Zwolle
SWC,3,SWC
Swiss,3,Swiss
Swissair,3,Swissair
Swiss Life,3,Swiss Life
Sydney Herald,3,Sydney Herald
Synodale Katholieken België,3,Synodale Katholieken België
SZW,3,SZW
Taalwegwijzer,3,Taalwegwijzer
Tageszeitung,3,Tageszeitung
Taliban,3,Taliban
Tamiltijgers,3,Tamiltijgers
Tamil Tijgers,3,Tamil Tijgers
Taxi-stop,3,Taxi-stop
TCS Amsterdam,3,TCS Amsterdam
Team Cologne,3,Team Cologne
Team-Radin,3,Team-Radin
TEC,3,TEC
Technical Services,3,Technical Services
Technische Universiteit,3,Technische Universiteit
Technische Universiteit Delft,3,Technische Universiteit Delft
Tee Set,3,Tee Set
Tel Aviv Universiteit,3,Tel Aviv Universiteit
Teleac,3,Teleac
Télé Bruxelles,3,Télé Bruxelles
Telecom Italia,3,Telecom Italia
Telecommunicatie,3,Telecommunicatie
Telecom Serbia,3,Telecom Serbia
Telefonica,3,Telefonica
Telegraaf,3,Telegraaf
Telekom,3,Telekom
Telekurs,3,Telekurs
Telenet,3,Telenet
Telepact,3,Telepact
Teletekst,3,Teletekst
Teletekst Ondertiteling,3,Teletekst Ondertiteling
Telfort,3,Telfort
Telinfo,3,Telinfo
Tel Sell,3,Tel Sell
Telstar,3,Telstar
Ten Cate,3,Ten Cate
Tennet,3,Tennet
Ter Leede,3,Ter Leede
Terre des Hommes,3,Terre des Hommes
Tessenderlo Chemie,3,Tessenderlo Chemie
Test-Aankoop,3,Test-Aankoop
Tetra Laval,3,Tetra Laval
Texaco,3,Texaco
Texas,3,Texas
Textiel Twenthe,3,Textiel Twenthe
TF1,3,TF1
Thales,3,Thales
Theater Zuidpool,3,Theater Zuidpool
The Attractions,3,The Attractions
The Bee Gees,3,The Bee Gees
The Blues Brothers Band,3,The Blues Brothers Band
The Cardigans,3,The Cardigans
The Clash,3,The Clash
The Coca-Cola Company,3,The Coca-Cola Company
The Cousins,3,The Cousins
The Doors,3,The Doors
The Eagles,3,The Eagles
The Economist,3,The Economist
The Flying Dewaele Brothers,3,The Flying Dewaele Brothers
The Guardian,3,The Guardian
The Independent on Sunday,3,The Independent on Sunday
The Jakarta Post,3,The Jakarta Post
The Lancet,3,The Lancet
The London SS,3,The London SS
The New York Times,3,The New York Times
Theo en Thea,3,Theo en Thea
The Police,3,The Police
Therapy ?,3,Therapy ?
The Scene,3,The Scene
The Scotsman,3,The Scotsman
The Sunday Times,3,The Sunday Times
The Telegraph,3,The Telegraph
The Times,3,The Times
The Wall Street Journal,3,The Wall Street Journal
The Washington Post,3,The Washington Post
The Wembley Observer,3,The Wembley Observer
The Who,3,The Who
The World Conservation Union,3,The World Conservation Union
Think,3,Think
Think-Media,3,Think-Media
Think Media Concepts,3,Think Media Concepts
Thomas Cook,3,Thomas Cook
Thomson Multimedia,3,Thomson Multimedia
TIC,3,TIC
Tie Holding,3,Tie Holding
TIE Holding,3,TIE Holding
Tigrean People's Liberation,3,Tigrean People's Liberation
Tigrean People's Liberation Front,3,Tigrean People's Liberation Front
Tijdschrift De Katholieke Illustratie,3,Tijdschrift De Katholieke Illustratie
Time,3,Time
Time Magazine,3,Time Magazine
Tinbergen Instituut,3,Tinbergen Instituut
Tiscali,3,Tiscali
Tito Puente,3,Tito Puente
TLC,3,TLC
TLN,3,TLN
TMP Worldwide,3,TMP Worldwide
TNO,3,TNO
TNO Bouw,3,TNO Bouw
TNT,3,TNT
TNT Postgroep,3,TNT Postgroep
TNT Post Groep,3,TNT Post Groep
Toblerone,3,Toblerone
Toerisme,3,Toerisme
Toerisme Oostkantons,3,Toerisme Oostkantons
Toerisme Vlaanderen,3,Toerisme Vlaanderen
TOGR,3,TOGR
Toneelhuis,3,Toneelhuis
TONEGIDO,3,TONEGIDO
TONEGIDO / H. Bluf,3,TONEGIDO / H. Bluf
Top Bree,3,Top Bree
Top Oss,3,Top Oss
TOP Oss,3,TOP Oss
TOP / Oss,3,TOP / Oss
Tories,3,Tories
Torpedo,3,Torpedo
TotalFina,3,TotalFina
TotalfinaElf,3,TotalfinaElf
TotalFinaElf,3,TotalFinaElf
Tottenham,3,Tottenham
Tottenham Hotspur,3,Tottenham Hotspur
Touré Kunda,3,Touré Kunda
Touring,3,Touring
Toyota,3,Toyota
TPG,3,TPG
TPLF,3,TPLF
Trabzonspor,3,Trabzonspor
Tractebel,3,Tractebel
Transport,3,Transport
Transport en Logistiek Nederland,3,Transport en Logistiek Nederland
Trappers,3,Trappers
Treffers,3,Treffers
Treffers / Kegro,3,Treffers / Kegro
Treffers / Lelystad,3,Treffers / Lelystad
Trendbox,3,Trendbox
T-Rex,3,T-Rex
T&R Heidelberg,3,T&R Heidelberg
Tribunaal,3,Tribunaal
Triestana,3,Triestana
Triestina,3,Triestina
Trish and Kash,3,Trish and Kash
Tros,3,Tros
Trouw,3,Trouw
Troyes,3,Troyes
TRT,3,TRT
Tsjechie,3,Tsjechie
Tsvi Vered,3,Tsvi Vered
T&T,3,T&T
TTV Varese,3,TTV Varese
TUI,3,TUI
Tulip Computers,3,Tulip Computers
Tupperware,3,Tupperware
Turkish Airlines,3,Turkish Airlines
Turkiyemspor,3,Turkiyemspor
Türkiyemspor,3,Türkiyemspor
Turks Islamitische Culturele Federatie,3,Turks Islamitische Culturele Federatie
TV1,3,TV1
TV 1,3,TV 1
TVM-ploeg,3,TVM-ploeg
TVN,3,TVN
TV Rijnmond,3,TV Rijnmond
Tweede Kamer,3,Tweede Kamer
Twence,3,Twence
Twence bv afvalverwerking,3,Twence bv afvalverwerking
Twenteborgziekenhuis,3,Twenteborgziekenhuis
Twentsche Kabel,3,Twentsche Kabel
Twins,3,Twins
Tyco,3,Tyco
U2,3,U2
UA,3,UA
UAL,3,UAL
UAM,3,UAM
Ubizen,3,Ubizen
UCB,3,UCB
UCI,3,UCI
UDA,3,UDA
UDI'19,3,UDI'19
UDI'19 / Beter Bed,3,UDI'19 / Beter Bed
Udinese,3,Udinese
Uefa,3,Uefa
UEFA,3,UEFA
UFK,3,UFK
UFSIA,3,UFSIA
UIA,3,UIA
Uitgeversbedrijf Tijd,3,Uitgeversbedrijf Tijd
Uitvoerend Comité,3,Uitvoerend Comité
Ulftone,3,Ulftone
Ultravox,3,Ultravox
UMCU,3,UMCU
Umicore,3,Umicore
UNA,3,UNA
Underworld,3,Underworld
UNFPA,3,UNFPA
UNHCR,3,UNHCR
Uniao Leiria,3,Uniao Leiria
Unicef,3,Unicef
Unie,3,Unie
Unie MHP,3,Unie MHP
Unie van de Filmkritiek,3,Unie van de Filmkritiek
Unie van Waterschappen,3,Unie van Waterschappen
Uni-Invest,3,Uni-Invest
Unilever,3,Unilever
Union Beaver,3,Union Beaver
Union Carbide,3,Union Carbide
Unit 4,3,Unit 4
Unit4Agresso,3,Unit4Agresso
Unit4 Agresso,3,Unit4 Agresso
Unita,3,Unita
United,3,United
United Airlines,3,United Airlines
United Architects,3,United Architects
United Bicycles,3,United Bicycles
United Service Group,3,United Service Group
United Services Group,3,United Services Group
Universiteit Leiden,3,Universiteit Leiden
Universiteit Twente,3,Universiteit Twente
Universiteit van Amsterdam,3,Universiteit van Amsterdam
Universiteit van Californie,3,Universiteit van Californie
Universiteit van Nijmegen,3,Universiteit van Nijmegen
Universiteit van Tilburg,3,Universiteit van Tilburg
Unizo,3,Unizo
Unmovic,3,Unmovic
Unprofor,3,Unprofor
UNPROFOR,3,UNPROFOR
UNRWA,3,UNRWA
UNSCOM,3,UNSCOM
UPC,3,UPC
Uproar,3,Uproar
Urban Trad,3,Urban Trad
US Airways,3,US Airways
USA Olympic Team,3,USA Olympic Team
USA Today,3,USA Today
USB Warburg,3,USB Warburg
US Postal,3,US Postal
UT,3,UT
Utregs Glorie,3,Utregs Glorie
U-Unet Diegem,3,U-Unet Diegem
UZSC,3,UZSC
V8,3,V8
VAB,3,VAB
VADA / Rentokil,3,VADA / Rentokil
Valencia,3,Valencia
Valentino,3,Valentino
Vallecano,3,Vallecano
Val-Saint-Lambert,3,Val-Saint-Lambert
Van der Hoop,3,Van der Hoop
Van der Hoop Effecten,3,Van der Hoop Effecten
Van der Moolen,3,Van der Moolen
VanDer Moolen,3,VanDer Moolen
Van der Sluijs,3,Van der Sluijs
Van der Valk,3,Van der Valk
Van Dik Hout,3,Van Dik Hout
Van Heek-Tweka,3,Van Heek-Tweka
Van Herwaarden,3,Van Herwaarden
Vanity Fair,3,Vanity Fair
Van Lanschot,3,Van Lanschot
Van Lanschot Bankiers,3,Van Lanschot Bankiers
Van Zijderveld,3,Van Zijderveld
Vara,3,Vara
VARA,3,VARA
Varzim,3,Varzim
Vasas,3,Vasas
Vasas Boedapest,3,Vasas Boedapest
Vasco de Gama,3,Vasco de Gama
Vastiau Leuven,3,Vastiau Leuven
Vastned Off/Ind,3,Vastned Off/Ind
Vastned Retail,3,Vastned Retail
Vaticaan,3,Vaticaan
VBO,3,VBO
VCB,3,VCB
vc Omniworld,3,vc Omniworld
VC Weert,3,VC Weert
V & D,3,V & D
VDAB,3,VDAB
VDN Salamanders,3,VDN Salamanders
Vedior,3,Vedior
Veiligheid,3,Veiligheid
Veiligheidsraad,3,Veiligheidsraad
Vendex,3,Vendex
VendexKBB,3,VendexKBB
Vendex KBB,3,Vendex KBB
VenI,3,VenI
Ventspils,3,Ventspils
Verbond van Belgische Ondernemingen,3,Verbond van Belgische Ondernemingen
Verbond van Kristelijke Werkgevers,3,Verbond van Kristelijke Werkgevers
Verbond van Verzekeraars,3,Verbond van Verzekeraars
Verenigde Naties,3,Verenigde Naties
Verenigde Staten van Europa,3,Verenigde Staten van Europa
Vereniging Milieu Offensief,3,Vereniging Milieu Offensief
Vereniging voor Vrijwillige Euthanasie,3,Vereniging voor Vrijwillige Euthanasie
Verkeer,3,Verkeer
Verkeer en Waterstaat,3,Verkeer en Waterstaat
Verkeers Informatie Dienst,3,Verkeers Informatie Dienst
Veronica,3,Veronica
Versatel,3,Versatel
Versatel Telecom,3,Versatel Telecom
Vestide,3,Vestide
VEV,3,VEV
VfB Stuttgart,3,VfB Stuttgart
VfL Bochum,3,VfL Bochum
VfL Wolfsburg,3,VfL Wolfsburg
VHM,3,VHM
VHS,3,VHS
VI,3,VI
V&I,3,V&I
Via Net.Works,3,Via Net.Works
Viborg,3,Viborg
Vicenza,3,Vicenza
Vicindo,3,Vicindo
Vicindo Group,3,Vicindo Group
VID,3,VID
Vilenzo International,3,Vilenzo International
Villarreal,3,Villarreal
Vini Caldirola,3,Vini Caldirola
Vinkenslag,3,Vinkenslag
Virgin,3,Virgin
Virgin Atlantic,3,Virgin Atlantic
